date,order_book_id,open,high,low,close,volume,total_turnover,alpha001,alpha002,alpha003,alpha004,alpha005,alpha006,alpha007,alpha009,alpha010,alpha011,alpha012,alpha013,alpha015,alpha016,alpha017,alpha018,alpha020,alpha021,alpha022,alpha023,alpha024,alpha026,alpha027,alpha028,alpha030,alpha031,alpha032,alpha033,alpha034,alpha037,alpha038,alpha040,alpha041,alpha042,alpha043,alpha044,alpha045,alpha046,alpha047,alpha048,alpha049,alpha050,alpha051,alpha053,alpha054,alpha055,alpha057,alpha058,alpha059,alpha060,alpha061,alpha062,alpha063,alpha064,alpha065,alpha066,alpha067,alpha068,alpha069,alpha070,alpha073,alpha074,alpha075,alpha076,alpha077,alpha078,alpha079,alpha080,alpha081,alpha082,alpha083,alpha086,alpha087,alpha089,alpha090,alpha091,alpha092,alpha093,alpha095,alpha098,alpha099,alpha100,alpha101,y
2017/11/20,CI005029.INDX,5652.488,5690.542,5534.67,5689.4485,443530600,4891712000,0.132750846,0.215177854,-0.455720353,-1,-0.729754998,-0.400143662,-1,-4.4582,-4.4582,0.187524833,-4.4582,-0.036358512,-1.586711712,-0.942784667,-0.027283641,-0.545659526,-0.000109565,1,-0.405452042,0,-120.5219,-0.21821789,1,-1.65E-05,0.243328637,0.662169919,0.006674141,0.611768018,0.574204449,1.03861215,-0.039533606,-0.458793808,5501.774575,0.167707991,42,-0.274563985,-0.778822964,-1,0.257701811,-0.003350914,4.4582,-0.842250923,4.4582,-0.004105555,-0.961147228,-0.045836793,-63166.70925,-2,-5,-0.000897095,TRUE,0,0.431308976,0,0,-5.021174478,-0.998490677,0,-0.004372355,-0.05689387,-17,-1,TRUE,-1,0.891310501,0.7169339,TRUE,-6.05E-05,-1,-0.03307888,-75023.72771,0,-1,0,-0.001143919,-4.992044923,1,113.3903743,TRUE,-0.821612752,0,-0.000658398,0.237119321,-0.017467739
2017/11/21,CI005029.INDX,5692.033,5718.763,5645.253,5690.0933,379253700,4251992000,0.132750846,0.316949487,-0.663295559,-2,-0.734591334,-0.618653633,-1,-0.6448,-0.6448,0.083916914,0.6448,-0.019447576,-1.495213964,-0.912908681,-0.014195543,-0.510992108,-0.70020758,1,0.115458598,0,-121.1667,0,1,-1.91E-06,0.161851929,0.72080629,0.006665678,0.737331081,0.517319065,1.248861108,-0.034362421,-0.619393227,5569.774407,0.167926388,7,-0.230612198,0.784972905,1,0.335638069,0.000481324,1,-0.842250923,1,0.479242103,-0.611029524,0.167959954,-36926.8122,-1,-4,-0.000739975,TRUE,0,0.409087064,0,0,-7.015810277,-0.998723039,0,-1.91E-05,-0.790199944,-16,-1,TRUE,-1,0.878531073,0.729473535,FALSE,-8.67E-06,-1,-0.03873339,-278978.2614,0,-1,0,-0.043968433,-4.997660271,1,115.8688525,TRUE,-0.800515706,0,-0.000431761,-0.026386527,-0.004103026
2017/11/22,CI005029.INDX,5688.448,5729.408,5667.285,5702.85,404725500,4279635000,0.132750846,0.259682807,-0.7467142,-3,-0.736522244,-0.704771009,-1,-12.7567,-12.7567,0.003465884,-12.7567,-0.031285231,-1.539414414,-0.95264938,-0.072720868,-0.531285231,-0.148933748,1,0.359248835,0,-133.9234,0,1,-1.14E-06,0.077675415,0.317361077,0.006659409,0.681587838,0.420444945,1.150720156,-0.092565152,-0.63357419,5592.520172,0.164806303,10,-0.387459187,-0.786296587,1,0.378636886,0.00944256,1,-0.842250923,1,-16.00513014,-0.565300815,0.809940471,-34164.50358,-2,-6,-0.000640999,TRUE,0,0.378645553,0,0,-1.012987013,-0.997723128,0,-1.28E-11,-1.25E-05,-6,-1,FALSE,-1,0.556967985,0.778172443,FALSE,-6.05E-05,-1,-0.042974272,-309644.0545,0,-3,2,-0.064261556,-4.535329902,1,47.43624161,TRUE,-0.745194562,0,-0.000445736,0.231826669,-0.003099047
2017/11/23,CI005029.INDX,5704.624,5708.682,5563.87,5573.9279,505115400,5088403000,0.61457159,0.516558328,-0.64417572,-2,-0.727573069,-0.612024587,-1,128.9221,128.9221,0.247145834,128.9221,-0.128241263,-1.045326577,-0.973224352,-0.00284973,-0.067925592,-0.175839804,1,-0.004012944,0,-5.0013,0.133630621,1,1.31E-05,0.080406321,0.778606524,0.00668452,0.959459459,0.961137708,1.482948193,-0.009211755,-0.54774645,5535.073466,0.182060687,72,-0.869578219,0.770251593,1,0.689715685,-0.093947625,1,-0.547509225,1,12.53384936,-0.077988605,0.917843225,-61966.95235,-1,-1,-8.45E-06,TRUE,-1,0.350472916,0,0,-2.014680971,-0.989980774,0,-3.73E-18,-3.74E-09,-5,-1,TRUE,-1,0.555555556,0.831682074,TRUE,-0.000421919,-1,-0.050042409,-91805.0756,0,-7,3,-0.145997745,-4.226485728,1,27.609375,TRUE,-0.704172527,0,-4.30E-05,-0.902516349,0.004214156
2017/11/24,CI005029.INDX,5547.455,5644.515,5540.434,5620.5374,389343700,4013384000,0.475901917,0.551958564,-0.649241202,-2,-0.717752363,-0.618827448,-1,-46.6095,-46.6095,0.215650114,46.6095,-0.082581736,-0.806306306,-0.569898534,-0.068621626,-0.540868095,-0.000563425,1,-0.007875052,0,-51.6108,-0.157242726,1,-5.99E-06,0.068442104,0.728910692,0.006669262,0.507882883,0.180230921,0.925668285,-0.044811429,-0.55072341,5489.151616,0.175554819,6,-0.173284784,0.665045274,1,0.293313373,0.032656622,1,-0.547509225,1,-3.855403591,-0.720873771,0.813209682,-93677.10739,-1,-1,-0.000839498,TRUE,-1,0.307851923,0,0,-1.018351214,-0.967803017,0,-3.73E-18,-0.125735104,-11,0,TRUE,-1,0.68079096,0.892063188,TRUE,-0.002943893,-1,-0.030817077,-100714.3256,0,-9,3,-0.257609921,-4.077211044,1,28.272,TRUE,-0.667838725,0,-0.000487759,0.702161757,-0.004010222
2017/11/27,CI005029.INDX,5614.822,5648.837,5574.291,5590.0667,411336900,3969117000,0.338923337,0.188215822,-0.577978892,-4,-0.721602742,-0.560113273,-1,30.4707,30.4707,0.21856869,30.4707,-0.075535513,-1.667792793,-0.577226607,-0.019089338,-0.287204059,-0.150121668,1,0.074235583,0,-21.1401,-0.271163072,1,4.36E-06,0.137766416,0.84033598,0.00669445,0.80884009,0.770205576,1.346494093,-0.025017609,-0.483351889,5514.947118,0.179094541,8,-0.19853779,0.773547023,1,0.48132515,-0.02124244,1,-0.547509225,1,2.05630054,-0.2163512,0.475760903,-93271.61357,-2,-1,-8.93E-05,TRUE,-1,0.223964924,0,0,-7.017221909,-0.990552418,0,-5.63E-16,-2.81E-18,-10,0,TRUE,-1,0.761299435,0.975553112,TRUE,-8.67E-06,-1,-0.043539723,-246864.2065,0,-8,2,-0.005492527,-4.398689752,1,29.45,TRUE,-0.473277075,0,-8.18E-05,-0.332076408,-0.015543625
2017/11/28,CI005029.INDX,5589.14,5666.972,5588.078,5666.7467,391787400,3786482000,0.132750846,0.201713291,-0.421360485,-5,-0.724210663,-0.424543367,-1,-76.68,-76.68,0.028877764,76.68,-0.087936866,-1.730855856,-0.631341601,-0.11210561,-0.540304397,-0.059974928,1,-0.197734765,0,-97.8201,-0.271163072,1,-8.45E-06,0.067396442,0.14470958,0.006783161,0.501970721,0.09011546,0.937025629,-0.116037555,-0.330967338,5530.740399,0.169966997,3,-0.506253501,0.51430812,1,0.196065469,0.051731782,1,-0.547509225,1,-2.194020525,-0.93070905,0.675932316,-23762.01439,-3,-3,-0.000957403,TRUE,-1,0.071095498,0,0,-6.020327499,-0.995251529,0,-4.13E-18,-0.004961056,-5,0,TRUE,-1,0.806026365,0.975544346,FALSE,-6.05E-05,-1,-0.041560645,-194699.414,0,-5,-2,-0.098579367,-3.620963968,1,21.54878049,TRUE,-0.364275668,0,-0.000552355,0.983670702,-0.044644222
2017/11/29,CI005029.INDX,5658.471,5703.631,5632.63,5685.1766,516006600,4847803000,0.844983089,0.253976452,-0.480087432,-6,-0.733858938,-0.530078542,-1,-18.4299,-18.4299,0.267331682,-18.4299,-0.180383315,-1.838963964,-0.711668546,-0.057621282,-0.46307779,-0.225510123,1,-0.430402663,0,-116.25,-0.52297636,1,-3.41E-06,0.069706605,0.222502211,0.006873077,0.644425676,0.367502112,1.105120111,-0.198314847,-0.397658317,5574.070857,0.166007905,10,-0.926545443,-0.485638111,1,0.408530368,0.012441337,1,-0.547509225,1,-31.80849458,-0.722862721,0.028635978,-18369.19183,-3,-1,-0.000868657,TRUE,-1,-0.293672297,-1,0,-4.0256917,-0.991875075,0,-4.13E-18,-1.61E-12,-4,0,TRUE,-1,0.863005944,0.976182566,FALSE,-0.14332018,-1,-0.067005937,-198764.1201,0,-5,-2,-0.713996421,-1.798315395,1,15.91891892,TRUE,-0.274261603,0,-0.000651772,0.376124616,-0.039980922
2017/11/30,CI005029.INDX,5657.795,5657.795,5576.169,5597.4173,496010400,4719383000,0.61457159,0.388219935,-0.86094459,-5,-0.727358921,-0.878235422,-1,87.7593,87.7593,0.253427706,-87.7593,-0.638951522,-1.504786036,-0.648534386,-0.016480619,-0.056087937,-0.057869348,1,0.199899412,0,-28.4907,-0.621034428,1,4.23E-06,0.068459599,0.474983006,0.006982911,0.887105856,0.931568572,1.457374514,-0.03010671,-0.687763809,5521.686869,0.177371048,27,-0.676403353,-0.162529324,1,0.458240789,-0.059953342,1,-0.537822878,1,-41.16942449,-0.274658652,-0.051811668,-19901.94946,-1,-1,8.14E-05,TRUE,-1,-0.254624878,0,0,-5.028514963,-0.855920544,0,-1.20E-13,-0.009489046,-6,0,TRUE,-3,0.815913371,0.943492867,TRUE,-0.837795941,-1,-0.077184054,-174672.4683,0,-5,-7,-0.24210823,-0.858680393,3.5,25.98529412,TRUE,-0.203703704,0,-9.42E-05,-0.739678048,-0.02356828
2017/12/1,CI005029.INDX,5573.383,5611.962,5556.863,5597.9978,353066900,3601723000,0.475901917,0.148054058,-0.610288315,-2,-0.718485394,-0.540512511,-1,-0.5805,-0.5805,0.064592049,0.5805,-0.703213078,-2.245777027,-0.790586246,-0.039145413,-0.392615558,-0.003663374,1,-0.560595304,0,-29.0712,-0.720576692,1,-2.78E-06,0.070295052,0.754963646,0.007012159,0.649774775,0.518445508,1.102708616,-0.09672249,-0.20262066,5482.332065,0.178191489,4,-0.801802366,0.518873603,-1,0.054527472,0.000402083,-0.5805,-0.537822878,-0.5805,0.332409185,-0.730291925,-0.412882519,-22388.5407,-1,-1,-0.00068219,TRUE,-1,-0.149299049,0,0,-2.073687182,-0.874212986,0,-0.026997438,-0.387887779,-9,0,TRUE,-5,0.536723164,0.981213058,TRUE,-0.000421919,0,-0.05682782,-196664.6554,0,-7,-9,-0.243235626,-0.54749649,2,50.84892086,TRUE,-0.039146742,0,-0.00043069,0.446729583,-0.01597991
2017/12/4,CI005029.INDX,5589.702,5598.855,5497.845,5503.1768,353331400,3555094000,0.338923337,-0.16123025,-0.639055122,-1,-0.712765131,-0.578942198,-1,94.821,94.821,0.018405423,94.821,-0.816234498,-2.454954955,-0.847519729,-0.002548256,-0.031848929,-0.135585605,1,-0.575002594,0,0,-0.839177042,1,9.70E-06,0.141084164,0.890447567,0.007022066,0.924831081,0.940298507,1.474989384,-0.017025864,-0.289478937,5447.503711,0.190060443,6,-0.85097398,0.772454565,-1,-0.309018188,-0.066359744,94.821,-0.537822878,94.821,17.30544813,-0.057067051,-0.582612731,-25766.99489,-1,-1,3.32E-05,TRUE,-1,-0.073105088,0,-1,-3.168831169,-0.916582326,0,-0.059342037,-2.45E-12,-11,0,TRUE,-6,0.63559322,0.994248625,TRUE,-6.05E-05,0,-0.07746678,-117555.9464,0,-10,-10,-0.088218715,-0.232101076,6,99.54929577,TRUE,0.23347398,0,-4.99E-05,-0.856591856,0.010719263
2017/12/5,CI005029.INDX,5493.029,5521.047,5388.519,5413.7592,461389200,4489331000,0.132750846,0.107521746,-0.473095672,-1,-0.699260755,-0.446622597,-1,89.4176,89.4176,0.074903861,89.4176,-0.768602029,-1.846283784,-0.824408117,-0.032813562,-0.038895152,-0.002764018,1,0.049972601,0,0,-0.894427191,1,8.86E-06,0.150196339,2.890445015,0.007061673,0.91920045,0.933258237,1.432185168,-0.004119276,-0.200166101,5357.080197,0.202647658,72,-0.382954102,0.713922177,-1,0.015753247,-0.065415157,89.4176,-0.352859779,89.4176,3.503926152,-0.204809423,-0.469562642,-32451.43174,-1,-1,-6.11E-05,TRUE,-1,0.018289062,0,0,-3.278091474,-0.791265414,0,-0.041690083,-3.81E-16,-14,0,TRUE,-6,0.692561205,0.99471979,TRUE,-0.000421919,0,-0.05371784,-77066.37012,0,-14,-11,-0.000111953,-0.247075339,4,163.4219653,TRUE,0.528363807,0,-7.68E-05,-0.59813173,0.012605677
2017/12/6,CI005029.INDX,5406.082,5458.169,5362.132,5457.878,362562100,3916251000,0.338923337,0.100300143,-0.60965241,-1,-0.695022446,-0.602495685,-1,-44.1188,-44.1188,0.238875462,44.1188,-0.169954904,-1.10838964,-0.781848929,-0.104703921,-0.476606539,-0.021025151,1,0.575122878,0,-44.1188,-0.894427191,1,-9.89E-06,0.146173351,2.861130777,0.007022227,0.557995495,0.189242467,0.957922795,-0.042265487,-0.389188665,5301.921392,0.197297297,36,-0.268468468,0.723723238,-1,-0.701966838,0.031134524,-44.1188,-0.13099631,-44.1188,-13.39479724,-0.950552438,-0.275387747,-60570.6389,-2,-1,-0.000737823,TRUE,0,0.066975016,0,-1,-1.870412196,-0.929127581,0,-0.084467987,-0.790810269,-14,0,TRUE,-6,0.748587571,0.994996809,FALSE,-0.000421919,0,-0.042408821,-140944.2811,0,-14,-11,-0.002095158,-0.303696771,2,169.2934132,TRUE,0.740740741,0,-0.000555835,0.539328183,0.006404284
2017/12/7,CI005029.INDX,5454.752,5496.578,5436.637,5465.4958,374689500,3747686000,0.132750846,0.32363899,-0.537544247,-3,-0.69902992,-0.527849706,-1,-7.6178,-7.6178,0.250833998,-7.6178,-0.062006764,-0.908783784,-0.051014656,-0.060547077,-0.366121759,-0.302627833,1,0.855949553,0,-51.7366,-0.894427191,1,3.74E-07,0.070019812,2.617315929,0.007022469,0.69115991,0.459588848,1.150834382,-0.091314272,-0.350683804,5366.504232,0.196012166,70,0.306964865,-0.740864219,-1,-0.334619033,0.005304329,-7.6178,-0.199723247,-7.6178,0.777710979,-0.476739911,0.165650362,-20177.08664,-3,-1,-7.42E-05,TRUE,0,0.121033831,-1,-1,-1.850084698,-0.971102365,0,-0.120232489,-3.59E-26,-8,0,TRUE,-6,0.655838041,0.992145092,FALSE,-0.020540674,-1,-0.068136839,-269442.1641,0,-14,-11,-0.019464497,-0.346279832,1,135.9230769,TRUE,0.718471636,0,-0.000177604,0.179236595,0.003133421
2017/12/8,CI005029.INDX,5450.93,5533.959,5450.044,5508.5423,313588200,3414508000,0.844983089,0.185152438,-0.621182027,-4,-0.701139857,-0.608574615,-1,-43.0465,-43.0465,0.021522746,43.0465,-0.063979707,-0.98704955,-0.079763247,-0.10414209,-0.496617813,-0.058360532,1,0.803107838,0,-94.7831,-0.686406473,1,-3.47E-06,0.016784572,2.073689387,0.006965872,0.542511261,0.19712757,0.966237717,-0.110739709,-0.415142978,5382.956133,0.19047619,18,0.167010354,0.713142538,-1,-0.473977269,0.030187357,-43.0465,-0.199723247,-43.0465,-3.290882633,-0.661413763,0.529417986,-15236.67789,-1,-1,-0.00063845,FALSE,0,0.144183291,-1,-1,-1.907679277,-0.973574946,0,-0.742173744,-0.657049721,-2,0,TRUE,-6,0.40960452,0.993143978,FALSE,-0.14332018,0,-0.081424936,-144661.7428,0,-14,-11,-0.844983089,-2.433785681,1,72.30690537,TRUE,0.656586967,0,-0.000426136,0.686547262,-0.006069682
2017/12/11,CI005029.INDX,5517.175,5565.613,5517.175,5562.1668,313173400,3345605000,0.844983089,0.180123526,-0.583179077,-6,-0.71157631,-0.6020745,-1,-53.6245,53.6245,0.062804281,53.6245,-0.046505073,-0.896677928,-0.048196167,-0.097179006,-0.461104848,-0.278255722,1,0.943386343,0,-148.4076,-0.686406473,1,-4.58E-06,0.017051594,2.00668415,0.006914092,0.581081081,0.146437623,1.028194812,-0.215165618,-0.402020497,5434.511918,0.184641068,4,0.368512082,0.104093638,-1,-0.577778684,0.038983372,-53.6245,-0.199723247,-53.6245,0.073732271,-0.891889233,0.695903015,-16511.30113,-4,-1,-0.000805179,FALSE,0,-6.31E-05,-1,-1,-1.94014681,-0.976402389,0,-0.861495063,-4.84E-10,-1,0,TRUE,-6,0.209510358,0.99428564,FALSE,-0.837795941,0,-0.18235793,-181710.5835,0,-13,-13,-0.844983089,-4.595694899,1,31,TRUE,0.647444913,0,-0.000505049,0.928834204,-0.019791352
2017/12/12,CI005029.INDX,5562.75,5564.749,5480.66,5482.0033,283650500,3015282000,0.61457159,0.487523007,-0.490785241,-5,-0.708013343,-0.50647225,-1,80.1635,80.1635,0.039035634,-80.1635,-0.10794814,-0.261542793,-0.02621195,-0.002302671,-0.034385569,-0.29767249,1,0.993497663,0,-68.2441,0.571771875,1,8.42E-06,0.068082804,2.309897495,0.006848586,0.920045045,0.923120248,1.508473494,-0.0556877,-0.392043729,5416.241734,0.193874116,12,0.871987274,-0.103054066,-1,-0.397088881,-0.056837739,80.1635,-0.238468635,80.1635,61.24762314,-0.017186406,0.851719928,-17661.10644,-5,-1,-6.71E-05,FALSE,0,0.04665558,-1,-1,-4.898362507,-0.818825195,0,-0.742173744,-1.23E-08,-2,0,TRUE,-6,0.098870056,0.99028138,TRUE,-0.837795941,0,-0.269437376,-126501.0238,0,-12,-14,-0.263528749,-4.750584932,1,11.44924406,TRUE,0.485935302,0,-6.08E-05,-0.960241408,-0.005937811
2017/12/13,CI005029.INDX,5465.327,5494.217,5455.934,5492.8318,275012900,2886378000,0.475901917,-0.094007525,-0.355081291,-5,-0.70209387,-0.370768342,-1,-10.8285,-10.8285,0.070550641,10.8285,-0.140078918,-0.864583333,-0.066798196,-0.046578602,-0.412344983,-0.001380074,1,0.411652245,0,-79.0726,0.40824829,1,-3.84E-06,0.06570842,2.464911561,0.006797187,0.639921171,0.435088707,1.11937676,-0.169242168,-0.235332675,5370.087763,0.19186828,3,0.33208618,0.12705555,-1,0.047794263,0.007648216,-10.8285,-0.238468635,-10.8285,-2.803989318,-0.939926222,0.538958528,-19488.18533,-6,-7,-0.000794403,FALSE,0,0.192007681,-1,-1,-1.899209486,-0.609307634,0,-0.550821867,-4.75E-09,-7,0,FALSE,-6,0.260357815,0.958130063,FALSE,-0.492666473,0,-0.14051456,-188007.1674,0,-10,-11,-0.027121942,-4.366869443,2,3.478346457,TRUE,0.358180966,0,-0.000467481,0.718441124,-0.021235877
2017/12/14,CI005029.INDX,5484.615,5501.682,5465.911,5482.6215,257348800,2647275000,0.338923337,0.545175825,0.039006263,-6,-0.704227169,0.048534929,-1,10.2103,10.2103,0.059500792,-10.2103,-0.664036077,-1.466779279,-0.609357384,-0.019884861,-0.282412627,-0.178206997,1,-0.511395103,0,-68.8623,0,1,2.70E-07,0.126058441,2.68097263,0.006768191,0.738738739,0.625457618,1.302841923,-0.06957496,-0.000333894,5380.900135,0.192592593,1,-0.653457615,-0.166555198,-1,-0.421669119,-0.00714915,10.2103,-0.980627306,10.2103,0.801156023,-0.468002071,0.208880271,-21915.06002,-6,-8,-0.000241411,FALSE,0,0.168998763,-1,-1,-7.787408244,-0.876753849,0,-0.352183944,-1.17E-08,-9,0,FALSE,-6,0.427024482,0.974726606,FALSE,-0.345803602,-1,-0.182075205,-279207.1824,0,-9,-10,-0.018775186,-1.101544221,4,4.029646522,TRUE,0.432020628,0,-0.000140836,-0.055727944,-0.023211123
2017/12/15,CI005029.INDX,5482.607,5488.51,5441.784,5475.1072,300701500,2964652000,0.132750846,0.43780327,0.087020868,-4,-0.702808545,0.095251817,-1,7.5143,7.5143,0.240942499,7.5143,-0.648534386,-1.383445946,-0.595264938,-0.17931718,-0.262683202,-0.159797205,1,-0.315128565,0,-61.348,0,1,-1.91E-06,0.132491468,2.412990683,0.006784991,0.756756757,0.600394255,1.332751457,-0.064781852,0.011607077,5366.505868,0.193994602,28,-0.469958413,0.684141492,1,0.334068261,-0.005304011,1,-0.980627306,1,-17.54261537,-0.718059681,-0.661629274,-25642.77873,-5,-8,-0.000530282,FALSE,0,0.2174327,0,0,-6.232636928,-0.345813466,0,-0.031897173,-2.38E-09,-9,0,TRUE,-6,0.416195857,0.915889502,FALSE,-8.67E-06,-1,-0.202714165,-147522.3652,0,-8,-6,-0.014541287,-0.000467946,2,3.747613998,TRUE,0.478199719,0,-0.00048944,-0.160502493,-0.021033488
2017/12/18,CI005029.INDX,5478.825,5481.001,5417.843,5452.084,304019400,2865882000,0.338923337,0.453387024,0.255730152,-2,-0.700684385,0.239778279,-1,23.0232,23.0232,0.252160855,23.0232,-0.155862458,-0.717623874,-0.103438557,-0.080629267,-0.172773393,-0.262858698,1,-0.043532505,0,-38.3248,0,1,-3.66E-07,0.179350625,2.519054454,0.006858334,0.817004505,0.720078851,1.426954998,-0.048754896,0.049647334,5355.064082,0.197087707,64,0.17379008,0.544156696,-1,0.46286253,-0.016311504,23.0232,-0.980627306,23.0232,-3.406157661,-0.55557478,-0.609968824,-32703.88335,-4,-6,-0.000497258,FALSE,0,0.323257621,0,0,-5.103049125,-0.347909145,0,-0.031897173,-1.70E-07,-10,0,TRUE,-6,0.267890772,0.895890445,FALSE,-6.05E-05,0,-0.204127792,-107828.7665,0,-6,-1,-0.188397103,-0.004679457,1,3.922308546,TRUE,0.52742616,0,-0.000462571,-0.423391757,-0.029361433
2017/12/19,CI005029.INDX,5455.664,5463.974,5436.935,5449.4522,246086300,2349596000,0.132750846,0.229377237,0.378565189,-3,-0.698088542,0.394646657,-1,2.6318,-2.6318,0.093107283,-2.6318,-0.602311161,-0.938063063,-0.546786922,-0.027945681,-0.179537768,-0.180782729,1,-0.531798461,0,-35.693,0.401477534,1,3.85E-07,0.177788183,0.419251661,0.006915444,0.753096847,0.552802028,1.293460002,-0.055778762,0.031621296,5354.959195,0.197493225,30,-0.213838756,-0.763027702,-1,0.293718845,-0.001962883,2.6318,-0.980627306,2.6318,1.157108345,-0.465575808,-0.079391537,-60617.19083,-4,-6,-7.04E-05,FALSE,0,0.411064099,0,0,-7.055618295,-0.340286499,0,-6.99E-18,-0.086080372,-8,0,FALSE,-6,0.330508475,0.842958328,FALSE,-0.000421919,-1,-0.180944303,-240916.0776,0,-4,0,-0.421927847,-0.028544689,1,4.038857143,TRUE,0.504219409,0,-0.000147506,-0.229726331,-0.021786373
2017/12/20,CI005029.INDX,5447.788,5454.575,5349.533,5376.1867,329428100,3163320000,0.132750846,0.639121854,0.209141156,-1,-0.690101485,0.217666014,-1,-73.2655,-73.2655,0.26161315,73.2655,-0.100901917,-1.051801802,-0.075535513,-0.011022003,-0.045377678,-0.152154123,1,0.019717,0,0,0.401477534,1,5.63E-06,0.18670494,0.600688258,0.006943701,0.909628378,0.911010983,1.517511396,-0.004605579,-0.026098382,5305.774083,0.20927062,144,0.372564327,0.640101001,-1,0.642032591,-0.059264,73.2655,-0.980627306,73.2655,1.863947216,-0.271096435,0.686493313,-44842.13201,-4,-8,-2.33E-06,FALSE,0,0.536603413,0,0,-4.04432524,-0.345987623,0,-3.15E-11,-0.020176246,-13,0,FALSE,-6,0.404425612,0.897276617,FALSE,-8.67E-06,0,-0.183206107,-86424.0472,0,-3,1,-0.036840626,-0.178287319,6,5.220088626,TRUE,0.477027661,0,-0.000125509,-0.681637996,-0.006229843
2017/12/21,CI005029.INDX,5372.658,5372.901,5292.236,5355.3637,299192500,2793962000,0.132750846,0.472532879,0.075759246,-1,-0.683564995,0.109256769,-1,-20.823,-20.823,0.102964652,-20.823,-0.122604284,-1.150619369,-0.101183766,-0.046895564,-0.193348365,-0.042453195,1,0.385092502,0,0,0,1,-4.63E-06,0.197766122,2.60241588,0.006984377,0.789977477,0.7057167,1.377548566,-0.010684372,-0.017232045,5239.032548,0.211282051,112,0.061659187,-0.542558657,1,0.413901909,-0.017128567,1,-0.572878229,1,-0.156679399,-0.795309109,0.684599339,-59575.65028,-5,-8,-0.000725941,TRUE,0,0.619588152,0,0,-2.046583851,-0.353026285,0,-5.92E-13,-3.56E-13,-15,0,TRUE,-6,0.521186441,0.901184757,FALSE,-0.020540674,-1,-0.110828386,-79792.90024,0,-2,1,-0.004234331,-0.317735143,4,18.6984127,TRUE,0.441865917,0,-0.000547596,-0.214393921,0.004368835
2017/12/22,CI005029.INDX,5357.052,5393.632,5350.095,5359.9466,275237800,2664295000,0.132750846,0.546787974,-0.061725943,-3,-0.682864702,-0.0537605,-1,-4.5829,-4.5829,0.26938864,4.5829,-0.126832018,-0.985641892,-0.113866967,-0.047533518,-0.299605411,-0.250699274,1,0.221360817,0,-4.5829,0,1,2.68E-06,0.147731975,2.60728763,0.006994888,0.720157658,0.484652211,1.249994625,-0.034026935,-0.028441941,5275.019644,0.210724044,91,-0.016894964,0.559434567,1,0.29886999,0.003857394,1,-0.538745387,1,3.342685967,-0.225670747,0.591892566,-89359.35593,-4,-8,-0.000141889,TRUE,0,0.603717663,0,0,-1.079616036,-0.876803895,0,-0.010831725,-0.121131486,-14,0,TRUE,-6,0.558380414,0.809411782,FALSE,-0.002943893,0,-0.115069268,-265471.9492,0,-4,0,-0.052506597,-0.457182967,2,34.44444444,TRUE,0.333802157,0,-0.000115767,0.06648445,0.017176253
2017/12/25,CI005029.INDX,5348.955,5359.839,5276.338,5292.003,274003400,2580123000,0.132750846,0.409219407,0.003856321,-1,-0.678911739,-0.025460325,-1,67.9436,67.9436,0.065502165,-67.9436,-0.125986471,-1.420326577,-0.105975197,-0.006082079,-0.076944758,-0.010248135,1,-0.142255249,0,0,0,1,5.68E-06,0.14761267,2.639313889,0.007025832,0.886261261,0.901999437,1.47327399,-0.005792732,0.03419482,5223.760708,0.216958462,112,-0.005159692,-0.575798482,1,0.354988091,-0.055637275,1,-0.538745387,1,-57.26840566,-0.197916971,0.355051324,-88250.5404,-6,-8,-5.02E-05,TRUE,0,0.631565178,0,0,-1.119141728,-0.598061887,0,-0.005095036,-2.87E-09,-10,0,TRUE,-6,0.616760829,0.849380848,FALSE,-6.05E-05,-1,-0.120723777,-114492.3917,0,-6,-1,-0.01171373,-0.432849789,7,59.39495798,TRUE,0.243788092,0,-0.000110474,-0.682043544,0.038398523
2017/12/26,CI005029.INDX,5294.104,5332.373,5278.855,5330.7284,221120800,2293069000,0.132750846,0.593372466,-0.355659992,-2,-0.677517907,-0.427873642,-1,-38.7254,-38.7254,0.050241449,38.7254,-0.681792559,-2.059966216,-0.720124014,-0.023533955,-0.446166855,-0.061599386,1,-0.391632498,0,-38.7254,0.147441956,1,-5.16E-06,0.072878772,2.463006566,0.006963009,0.603885135,0.221909321,1.07971441,-0.039934092,-0.228891449,5201.844426,0.215337213,18,-0.89403239,0.58855543,-1,-0.620424325,0.030887301,-38.7254,-0.538745387,-38.7254,-0.005837423,-0.936428025,0.385520793,-88746.09,-1,-6,-0.000837913,FALSE,0,0.642234307,-1,0,-1.27216262,-0.81307373,0,-0.704747225,-0.833790888,-11,0,TRUE,-6,0.784369115,0.976341374,FALSE,-0.000421919,0,-0.08679672,-108224.2302,0,-13,-3,-0.068540776,-0.69723912,6,53.74904943,TRUE,-0.022034693,0,-0.000446615,0.684325193,0.051812188
